105,856,168-105,856,218
105,856,219-105,857,069
105,860,305-105,863,305
105,771,356-105,771,406
105,771,500-105,773,050
105,773,800-105,778,000
105,743,021-105,743,071
105,743,072-105,744,722
105,747,326-105,748,676
105,749,800-105,750,800
105,708,615-105,708,665
105,708,666-105,710,716
105,712,500-105,716,300
105,644,741-105,644,941
105,644,942-105,646,592
105,647,800-105,648,500
105,600,979-105,601,729
105,600,730-105,603,080
105,603,200-105,603,600
105,626,017-105,626,067
105,626,068-105,627,768
105,629,900-105,630,200
105,588,347-105,588,397
105,588,398-105,590,398
105,591,670-105,595,520
